,Program(Group),T / K,ρ / kg m−3,δρ / kg m−3,u / kJ mol−1,δu / kJ mol−1,statepoint,Relative_Error
0,DL_POLY(BS),98.0,,,,,temp: 98.0,
1,DL_POLY(BS),173.0,,,,,temp: 173.0,
2,DL_POLY(BS),248.0,530.89,0.47,-11.366,0.166,temp: 248.0,2.3879397631024886
3,DL_POLY(BS),298.0,486.69,6.41,-9.826,0.192,temp: 298.0,3.19846906049721
4,GROMACS(BS),98.0,663.92,0.09,-16.498,0.002,temp: 98.0,0.9955567110534355
5,GROMACS(BS),173.0,597.04,0.11,-13.81,0.002,temp: 173.0,2.008977804010499
6,GROMACS(BS),248.0,529.0,0.14,-11.352,0.003,temp: 248.0,2.0234326031404204
7,GROMACS(BS),298.0,481.76,0.2,-9.791,0.004,temp: 298.0,2.1531045523539323
8,GROMACS(KL),98.0,657.37,1.5,-16.409,0.019,temp: 98.0,-0.0008297458350381748
9,GROMACS(KL),173.0,593.43,2.9,-13.776,0.029,temp: 173.0,1.3921809229431008
10,GROMACS(KL),248.0,533.52,4.7,-11.398,0.036,temp: 248.0,2.8951640121502367
11,GROMACS(KL),298.0,489.68,5.5,-9.846,0.034,temp: 298.0,3.832473092819402
12,Ind.MC(PB),98.0,663.88,0.07,-16.487,0.003,temp: 98.0,0.9894719082632824
13,Ind.MC(PB),173.0,595.02,0.1,-13.771,0.004,temp: 173.0,1.6638449231916268
14,Ind.MC(PB),248.0,527.92,0.12,-11.33,0.004,temp: 248.0,1.8151427974478007
15,Ind.MC(PB),298.0,482.02,0.13,-9.775,0.004,temp: 298.0,2.2082353377732513
16,LAMMPS(AA),98.0,647.39,0.8,-16.265,0.029,temp: 98.0,-1.5189880419796267
17,LAMMPS(AA),173.0,572.69,1.16,-13.569,0.037,temp: 173.0,-2.151411130613055
18,LAMMPS(AA),248.0,505.81,2.04,-11.181,0.056,temp: 248.0,-2.4490123913148274
19,LAMMPS(AA),298.0,463.26,2.82,-9.678,0.06,temp: 298.0,-1.7696628717131297
20,LAMMPS(KL),98.0,645.9,1.66,-16.252,0.059,temp: 98.0,-1.7456469459130382
21,LAMMPS(KL),173.0,568.18,3.13,-13.537,0.096,temp: 173.0,-2.9219800872928388
22,LAMMPS(KL),248.0,495.51,5.14,-11.125,0.135,temp: 248.0,-4.435479982642517
23,LAMMPS(KL),298.0,447.63,6.63,-9.594,0.159,temp: 298.0,-5.083871241343841
24,ms2(KL),98.0,647.88,0.18,-16.234,0.003,temp: 98.0,-1.4444492078001816
25,ms2(KL),173.0,577.42,0.22,-13.535,0.003,temp: 173.0,-1.3432534443391704
26,ms2(KL),248.0,509.66,0.39,-11.138,0.005,temp: 248.0,-1.7064978062069014
27,ms2(KL),298.0,460.38,0.56,-9.617,0.005,temp: 298.0,-2.380342340973298
28,ms2*(KL),98.0,664.27,0.08,-16.507,0.003,temp: 98.0,1.0487987354673272
29,ms2*(KL),173.0,595.41,0.09,-13.79,0.003,temp: 173.0,1.730479489290318
30,ms2*(KL),248.0,528.03,0.09,-11.344,0.003,temp: 248.0,1.8363574998794583
31,ms2*(KL),298.0,482.1,0.12,-9.788,0.003,temp: 298.0,2.22519865636382
32,ms2(PB),98.0,650.41,0.05,-16.291,0.002,temp: 98.0,-1.0595854313226505
33,ms2(PB),173.0,591.39,0.07,-13.728,0.002,temp: 173.0,1.0436308848884013
34,ms2(PB),248.0,526.25,0.12,-11.303,0.004,temp: 248.0,1.4930650423490475
35,ms2(PB),298.0,473.44,0.17,-9.706,0.005,temp: 298.0,0.3889194189356657
36,NAMD(FM),98.0,647.95,3.14,-16.27,0.084,temp: 98.0,-1.4338008029173965
37,NAMD(FM),173.0,571.53,4.72,-13.558,0.13,temp: 173.0,-2.349606250291235
38,NAMD(FM),248.0,498.61,6.68,-11.133,0.176,temp: 248.0,-3.8376110959322376
39,NAMD(FM),298.0,452.69,7.93,-9.61,0.198,temp: 298.0,-4.010941340490904
40,Tinker(AA),98.0,654.1,0.9,,,temp: 98.0,-0.4982623739305058
41,Tinker(AA),173.0,580.9,0.8,,,temp: 173.0,-0.7486680853046696
42,Tinker(AA),248.0,508.9,1.2,,,temp: 248.0,-1.8530721139165263
43,Tinker(AA),298.0,457.5,6.2,,,temp: 298.0,-2.991021810233467
44,TOWHEE(BS),98.0,688.06,0.79,-17.543,0.034,temp: 98.0,4.667735194914185
45,TOWHEE(BS),173.0,595.09,0.31,-13.786,0.01,temp: 173.0,1.6758049735170417
46,TOWHEE(BS),248.0,528.0,0.6,-11.343,0.017,temp: 248.0,1.8305716719435576
47,TOWHEE(BS),298.0,482.12,0.61,-9.789,0.018,temp: 298.0,2.229439486011456
